name,rating,latitude,longitude,type
Chinatown Hotel,1.5,41.8523532,-87.6326299,hotel
Stan Properties Suites at 300 N. Canal,1,41.8872856,-87.6403275,hotel
River Park Motel & Suites,3,41.9921859,-87.7110203,hotel
Chicago Athletic Association,4.5,41.8816573,-87.6249801,hotel
Lincoln Motel,1,41.988717,-87.704747,hotel
Delaware Towers,3,41.8989833,-87.627321,hotel
The Fisher Building,4,41.8771221,-87.6289991,hotel
Clarion Hotel Midway Airport,3,41.758635,-87.7409308,hotel
Inn at Lincoln Park,2,41.932741,-87.643773,hotel
Howard Johnson Inn Downtown Chicago,2,41.8952663,-87.6324969,hotel
The Tremont Chicago Hotel at Magnificent Mile,3,41.8985442,-87.6256008,hotel
Fairfield Inn Chicago Midway Airport,2,41.7728222,-87.7419901,hotel
Ohio House Motel,4,41.8868828,-87.6324633,hotel
The Whitehall Hotel,4,41.8989328,-87.6257157,hotel
"Inn of Chicago Magnificent Mile, an Ascend Collection hotel",3,41.8927989,-87.6230275,hotel
Hotel Felix,4,41.8946216,-87.6315484,hotel
Union League Club,4,41.877805,-87.63002,hotel
Holiday Inn Express Chicago-Midway Airport,2.5,41.7901584,-87.7414281,hotel
The Westin Michigan Avenue Chicago,4,41.8994421,-87.6232342,hotel
Allerton Hotel,4,41.8952056,-87.6237615,hotel
Holiday Inn Chicago Downtown,3,41.8744807,-87.6401557,hotel
Ruby Room,3.5,41.903145,-87.679689,hotel
Chicago Marriott at Medical District/UIC,3.5,41.8737364,-87.6661272,hotel
Hyatt Regency McCormick Place,3.5,41.8514878,-87.6193903,hotel
Marriott Chicago Downtown Magnificent Mile,3.5,41.8919952,-87.6248664,hotel
"Hotel Cass, a Holiday Inn Express",3,41.8937434,-87.6270864,hotel
Crowne Plaza Chicago - The Metro,3.5,41.8817014,-87.6468427,hotel
Crowne Plaza Chicago Magnificent Mile,4,41.8952518,-87.6229806,hotel
Hilton Chicago O'Hare Airport,4,41.9782523,-87.9092355,hotel
Hilton Chicago,4,41.8725091,-87.6251131,hotel
W Chicago Lakeshore,4,41.8938835,-87.6153889,hotel
River Hotel,3.5,41.8876218,-87.625448,hotel
Central Loop Hotel,3.5,41.8793184,-87.631192,hotel
Chicago South Loop Hotel,3,41.8451066,-87.6278219,hotel
Raffaello Hotel,4,41.8990655,-87.6216043,hotel
Courtyard Chicago Midway Airport,3,41.7728448,-87.7419907,hotel
Holiday Inn Chicago - Mart Plaza,3,41.8881436,-87.6375906,hotel
Doubletree by Hilton Chicago Magnificent Mile,3.5,41.8928006,-87.619824,hotel
Club Quarters Chicago - Central Loop,3.5,41.8793175,-87.6313222,hotel
Fairmont Chicago Millennium Park,4,41.8861188,-87.6210458,hotel
Hilton Suites Chicago/Magnificent Mile,3.5,41.8996573,-87.6221716,hotel
Chicago Marriott O'Hare,3.5,41.9852988,-87.8413561,hotel
Wheeler Mansion,4,41.8549031,-87.6194163,hotel
Club Quarters Chicago -- Wacker at Michigan,4,41.8876218,-87.625448,hotel
Buckingham Athletic Club,3.5,41.8759345,-87.6322286,hotel
Hotel Sax Chicago,4,41.8883996,-87.6295569,hotel
Hotel Indigo Chicago Downtown Gold Coast,3.5,41.908503,-87.6301294,hotel
Holiday Inn Chicago - Midway Airport,3,41.7728289,-87.7419903,hotel
The Palmer House Hilton,4,41.8803325,-87.6269504,hotel
Millennium Knickerbocker Hotel Chicago,4,41.8997836,-87.6227266,hotel
Hyatt Regency Chicago,4,41.8874806,-87.6228364,hotel
InterContinental Chicago,4.5,41.8913478,-87.623558,hotel
PUBLIC Chicago,4,41.905988,-87.628314,hotel
Embassy Suites Hotel Chicago Downtown,3.5,41.8928718,-87.6285763,hotel
Renaissance Chicago Hotel,4,41.8862144,-87.628491,hotel
The Drake,4,41.9004207,-87.6234192,hotel
Marriott Chicago Midway,3.5,41.7901584,-87.7414281,hotel
BEST WESTERN PLUS River North Chicago Downtown Hotel,3,41.8921317,-87.6319855,hotel
Four Points by Sheraton Chicago Downtown / Magnificent Mile,3,41.8935625,-87.626098,hotel
Hard Rock Hotel Chicago,4,41.8865558,-87.6250085,hotel
Days Inn Chicago,2,41.9330553,-87.6455511,hotel
Hotel Allegro Chicago - a Kimpton Hotel,4,41.8841092,-87.6336242,hotel
Renaissance Chicago O'Hare Suites Hotel,4,41.9831406,-87.8409362,hotel
Sheraton Chicago Hotel and Towers,4,41.8891374,-87.6194796,hotel
Omni Chicago Hotel,4.5,41.8947239,-87.6249368,hotel
"MileNorth, A Chicago Hotel",4,41.8960119,-87.6227944,hotel
Hotel Lincoln,4,41.9153354,-87.6345494,hotel
Ivy Boutique Hotel,4,41.8931561,-87.6213956,hotel
La Quinta Inn & Suites Chicago Downtown,2.5,41.8815473,-87.6350782,hotel
"Hotel 71, Wyndham Affiliate",3.5,41.8873858,-87.6256635,hotel
The Silversmith Hotel & Suites,3.5,41.881682,-87.6266569,hotel
JW Marriott Chicago,4.5,41.879266,-87.6330277,hotel
"theWit, a Doubletree Hotel",4,41.8860994,-87.627622,hotel
The Willows,2.5,41.933914,-87.6435099,hotel
Dana Hotel & Spa,4,41.8942694,-87.6283372,hotel
ACME Hotel Company Chicago,3,41.8922463,-87.6274987,hotel
James Chicago,4.5,41.8929963,-87.6259605,hotel
Fairfield Inn & Suites Chicago Downtown,2.5,41.8936483,-87.6219597,hotel
Courtyard Chicago Downtown/Magnificent Mile,3,41.8931221,-87.6231005,hotel
Homewood Suites by Hilton Chicago Downtown,3,41.8918965,-87.6262467,hotel
Carlton Inn Midway,2,41.8036613,-87.7219018,hotel
Residence Inn Chicago Downtown / River North,3,41.8896644,-87.6298061,hotel
Hampton Inn & Suites Chicago - Downtown,3,41.8906181,-87.6292008,hotel
Comfort Suites,3,41.8874214,-87.6250309,hotel
Amalfi Hotel Chicago,3.5,41.8894454,-87.6288876,hotel
Radisson Blu Aqua Hotel,4,41.8865275,-87.6208669,hotel
Park Hyatt Chicago,5,41.8970266,-87.6253125,hotel
Sofitel Chicago Water Tower,5,41.8986413,-87.6272153,hotel
Hotel Burnham - a Kimpton Hotel,4,41.8830439,-87.6282334,hotel
Hampton Majestic Chicago Theatre District,3,41.8808622,-87.6285869,hotel
The Ritz-Carlton Chicago (A Four Seasons Hotel),5,41.8977342,-87.6224083,hotel
Conrad Chicago,4.5,41.8911753,-87.6251872,hotel
The Talbott Hotel,4,41.8994577,-87.627489,hotel
"Palomar Chicago, a Kimpton Hotel",4,41.8911493,-87.6278016,hotel
Hotel Monaco Chicago - a Kimpton Hotel,4,41.8864913,-87.6260067,hotel
Four Seasons Hotel Chicago,5,41.8996386,-87.6248842,hotel
The Peninsula Chicago,5,41.8962892,-87.6249808,hotel
Trump International Hotel & Tower Chicago,5,41.8888632,-87.6264748,hotel
Waldorf Astoria Chicago,5,41.8997426,-87.6274764,hotel
