name,rating,latitude,longitude,type
Yellowtail Sushi Bar & Asian Kitchen,4.5,41.9387933,-87.6445207,restaurant
Hai Yen Restaurant,4.4,41.9731741,-87.657106,restaurant
Sweet Rice Chicago,4.6,41.9160148,-87.6876581,restaurant
The Licking Chicago,3.4,41.8799445,-87.7523053,restaurant
Fried Rice Express,4.3,41.980868,-87.805137,restaurant
Ceres' Table,4.2,41.9384546,-87.6446285,restaurant
Dimo's Pizza Wrigley,4.3,41.9451748,-87.6547605,restaurant
Dong Ky Vietnamese restaurant,4.5,41.970998,-87.658989,restaurant
Dragon Gate,4.4,42.0007788,-87.6716957,restaurant
China Delight,4.3,41.9094351,-87.7906665,restaurant
Tanuki Sushi & Grill,4.6,41.9365556,-87.654218,restaurant
Alla Vita,4.3,41.884577,-87.6425231,restaurant
Musashiya Ramen,4.5,41.9360619,-87.6444099,restaurant
Cabra,4.5,41.8858604,-87.6490707,restaurant
Lan's Old Town,3.6,41.917137,-87.6648405,restaurant
Popeyes Louisiana Kitchen,3.8,42.3198029,-87.8661616,restaurant
The Curragh Irish Pub,4.4,42.0030404,-87.8162708,restaurant
Sal's Trattoria,4.6,41.9335,-87.6639205,restaurant
La Cantina,4.4,41.8563107,-87.6236981,restaurant
Roka Akor - Chicago,4.6,41.890689,-87.6313365,restaurant
Wow Bao â€šÃ„Ã¬ Theater District,3.9,41.8859844,-87.6281326,restaurant
Aloha Poke Co.,3.8,41.93985,-87.6509974,restaurant
The Lobby,4.6,41.8959951,-87.6251197,restaurant
Hermosa Restaurant,4.6,41.9173276,-87.7361533,restaurant
MamâˆšÂ° Carmen Cocina,,42.3411469,-87.8413662,restaurant
Tokyo at Siam IL,4.4,42.3093493,-87.8619848,restaurant
SaiMai Thai Restaurant,4.3,41.9184917,-87.6379423,restaurant
S&G Restaurant,4.6,41.9362655,-87.664142,restaurant
Porto,4.1,41.8963116,-87.6675548,restaurant
Jorge's Tacos & Harold's Shrimp & Chicken - North Chicago,3,42.331993,-87.8571586,restaurant
Dairy Queen (Treat),3.6,41.9220107,-87.6442172,restaurant
Go 4 Food,4.6,41.8511146,-87.6326051,restaurant
Foreign Taste,4.2,42.3197086,-87.860079,restaurant
Late Night Thai,3.5,41.9398343,-87.669727,restaurant
Jessie's Diner,4.8,42.3410908,-87.8452103,restaurant
Kopi Cafe,4.6,41.9785917,-87.6681583,restaurant
The VIG Chicago,4.4,41.909915,-87.6344753,restaurant
Simply Pasteur,4.4,41.9825693,-87.6597405,restaurant
PhÂ·ÂªÃ¼ Loan,4.2,41.9734108,-87.6583222,restaurant
RL Restaurant,4.6,41.8965408,-87.6249154,restaurant
Duck Duck Goat,4.5,41.8865639,-87.6495891,restaurant
The Capital Grille,4.6,41.893506,-87.622498,restaurant
Big Bowl Chinese & Sushi,1.6,41.788153,-87.7423062,restaurant
Evergreen Restaurant,4.3,41.8487231,-87.6315956,restaurant
Half Shell,4.5,41.932969,-87.6465708,restaurant
Carnitas Uruapan Restaurant,4.6,41.8575813,-87.6696819,restaurant
Taco & Burrito House,3.9,41.937674,-87.644542,restaurant
Hing Wang,4.7,41.9655742,-87.6585951,restaurant
Moon Palace Express,4.2,41.8531761,-87.6325439,restaurant
Il Culaccino - Chicago Italian Restaurant,4.3,41.853206,-87.622482,restaurant
Taco & Burrito House,4.4,41.9539254,-87.6499715,restaurant
Brightwok Kitchen and Catering,4.4,41.8936249,-87.6279255,restaurant
Eng's Asian Cuisine,4.1,42.014448,-87.690794,restaurant
Siam Treasure,4.4,42.0114772,-87.8071241,restaurant
Crisp,4.7,41.9361111,-87.6444389,restaurant
Phoenix Restaurant,4.2,41.8536197,-87.6329552,restaurant
Eleven19 kitchen & cocktails,4.5,42.3410752,-87.8459246,restaurant
2 Asian Brothers,4.3,41.9759714,-87.7096859,restaurant
Nonno Pino's,4.6,42.0030475,-87.8169014,restaurant
312 Chicago,4.4,41.8843462,-87.6328186,restaurant
Jibek Jolu,4.6,41.9731882,-87.6912697,restaurant
Oriole,4.8,41.8861692,-87.6450939,restaurant
Mako,4.5,41.8855483,-87.6469329,restaurant
Panda Express,3.8,41.7746555,-87.7419133,restaurant
Que Rico Mexican Restaurant,4.3,41.932966,-87.6637136,restaurant
Smyth,4.6,41.8849722,-87.6605593,restaurant
Chicken Inn,4.7,42.018047,-87.807069,restaurant
Subway,3.9,42.3172874,-87.8656527,restaurant
IDOF - I Dream of Falafel,4.4,41.9398675,-87.6513051,restaurant
Batter & Berries,4.5,41.9316,-87.657725,restaurant
Mixteco Grill,4.3,41.9398725,-87.6511306,restaurant
P.S.BANGKOK,4.4,41.9429931,-87.6528695,restaurant
EUROASIA RESTAURANT,4.6,41.9004057,-87.6377851,restaurant
Gene & Georgetti,4.5,41.8908839,-87.6357762,restaurant
Mei Shung,3.9,41.9822029,-87.6596987,restaurant
MingHin Cuisine,4.3,41.8851696,-87.6191526,restaurant
CASA MATEO,3.9,41.8242396,-87.7440043,restaurant
Hing Kee,4.1,41.8538723,-87.633744,restaurant
Chopstick Express,3.7,42.0126744,-87.8070118,restaurant
Hello Sushi Sky Thai,4.1,41.9983414,-87.663801,restaurant
Level Two Restaurant,4.1,41.8938374,-87.6223754,restaurant
The Silver Palm,4.2,41.895577,-87.6547697,restaurant
Flat Top Grill,4.2,41.8811278,-87.6263889,restaurant
"Kuya's Carry Out, Catering, and Groceries",4.1,42.3182321,-87.8663299,restaurant
Little Wok - Lakeview,4.3,41.9390051,-87.6446044,restaurant
Green Leaf Thai Cuisine,4.3,41.9665431,-87.6891217,restaurant
Krung Thep Thai Cuisine,4.5,41.9401875,-87.6490962,restaurant
Spinz,1.7,42.3178981,-87.8355254,restaurant
Xi'an Cuisine,4.2,41.8778109,-87.6466677,restaurant
Joy Yee,4.3,41.8540611,-87.633873,restaurant
Opart Thai House - West Town,4.3,41.89634,-87.666777,restaurant
AO Hawaiian Hideout,4.5,41.8653142,-87.6255363,restaurant
Nori & Wasabi,4.8,41.9382619,-87.6490375,restaurant
Jin Thai,4.5,41.9816729,-87.6602834,restaurant
Lao Sze Chuan (Grant Park),4.0,41.8738548,-87.6262989,restaurant
Han 202 Restaurant,4.7,41.837921,-87.641748,restaurant
Shan Restaurant,4.2,41.9750137,-87.6554811,restaurant
Chicago Oyster House,4.3,41.855733,-87.621991,restaurant
Yindee Restaurant,4.6,41.947066,-87.674956,restaurant
Big Bowl,4.2,41.8926642,-87.625772,restaurant
Ora,4.6,41.9855483,-87.6688552,restaurant
Noodles In the Pot,4.4,41.9269773,-87.6486927,restaurant
Nori Sushi At Edgewater,4.4,41.9980194,-87.6621052,restaurant
DaNang kitchen,4.5,41.973176,-87.6558352,restaurant
"Venteux Brasserie, Cafe & Oyster Bar",4.3,41.8865354,-87.6249028,restaurant
The Walnut Room,4.2,41.8833498,-87.6270667,restaurant
El Jardin,4.1,41.942726,-87.6527613,restaurant
Bamboo Garden Restaurant,4.0,41.9401826,-87.6506281,restaurant
Hon Kee BBQ & Seafood Restaurant,4.3,41.9736685,-87.6576224,restaurant
Tokyo at Siam IL,4.4,42.3093493,-87.8619848,restaurant
Brightwok Kitchen and Catering,4.5,41.8793659,-87.6267503,restaurant
Bacchanalia,4.7,41.8480282,-87.6829453,restaurant
Vines On Clark,4.1,41.9468816,-87.6564539,restaurant
Saigon Sisters,4.7,41.8855703,-87.6421656,restaurant
Club Lucky,4.5,41.9125167,-87.6736917,restaurant
Roister,4.5,41.8865282,-87.6518464,restaurant
Silver Seafood Restaurant,4.4,41.9699897,-87.6594848,restaurant
Dairy Queen (Treat),4.4,41.951104,-87.6638465,restaurant
Alice & Friends' Vegan Kitchen,4.8,41.9874816,-87.6604635,restaurant
Lan's Nine Nines Asian Bistro,4.8,41.9170111,-87.6649435,restaurant
About Last Knife,4.0,41.8851439,-87.6249203,restaurant
TAO Chicago,4.3,41.8934131,-87.6300271,restaurant
Roanoke Restaurant,4.3,41.8818554,-87.6319806,restaurant
Saucy Porka South Loop,4.6,41.8770567,-87.6349483,restaurant
Great Sea Restaurant,4.3,41.9683293,-87.7105411,restaurant
Nookies on Wells,4.4,41.9142415,-87.6349712,restaurant
Sila's mediterranean Restaurant,4.8,41.9381291,-87.6444688,restaurant
Asian Cuisine Express,4.2,41.8367776,-87.7204364,restaurant
Nhâˆšâ€  Hâˆšâ€ ng Vietnam Restaurant,4.6,41.9734,-87.6561944,restaurant
Lady Gregory's Irish Bar & Restaurant,4.5,41.977892,-87.66856,restaurant
Thai Pastry Restaurant,4.1,41.9731046,-87.6583304,restaurant
Segnatore,4.6,41.8994331,-87.6964952,restaurant
To Go,,42.3364614,-87.8370043,restaurant
Budweiser Brickhouse Tavern,4.4,41.9486217,-87.6573371,restaurant
Lao Sze Chuan (Downtown),3.8,41.8915257,-87.6248853,restaurant
PhÂ·ÂªÃ¼ ViÂ·ÂªÃ¡t,4.4,41.9727434,-87.659569,restaurant
Sunda Chicago,4.5,41.8909611,-87.6317527,restaurant
Ukai Sushi & Ramen,4.5,41.9396968,-87.65637,restaurant
YATAI Asian Street Food,4.6,41.9954948,-87.6606216,restaurant
Roadhouse 66 Gas N' Grill,4.3,41.9453806,-87.6554667,restaurant
Three Happiness Restaurant,4.0,41.8526308,-87.632446,restaurant
BIBIBOP Asian Grill,4.6,41.8783505,-87.626638,restaurant
La Biznaga,4.7,41.9471038,-87.6469274,restaurant
C.Y.O.C. Create Your Own Cheesecake and Cheesesteak - North Chicago,4.4,42.3163223,-87.8654709,restaurant
Wagyu House by The X Pot Ã‹Ã¤Ã¹Ã‚Ã¤â€ Ã‚Ã¬â€¢ÃˆÂ¶Ã´Ã‚Â§Â©â€°âˆÃ£ÃÃ…Â´ÃˆÃ®Ã–,4.5,41.867632,-87.6319585,restaurant
Mee Mah Restaurant,4.2,41.990455,-87.7302619,restaurant
Vivere,4.4,41.8805617,-87.6302017,restaurant
Miso Asian Kitchen,4.4,41.963102,-87.6557712,restaurant
Miss Ricky's,4.0,41.8859483,-87.6260265,restaurant
Rizzo's Bar & Inn,4.2,41.9484901,-87.6579132,restaurant
Shaw's Crab House,4.6,41.8899505,-87.6271084,restaurant
Lark,4.3,41.9448838,-87.6491223,restaurant
RAKKAN Ramen,4.5,41.9723096,-87.6602301,restaurant
Bowls of Rice,4.7,41.9454209,-87.709362,restaurant
The Art of Pizza,4.4,41.9371468,-87.6680979,restaurant
Brown Bag Seafood Co.,4.4,41.9434143,-87.6714642,restaurant
Osteria Langhe,4.7,41.9176306,-87.6982833,restaurant
Kimâ€šÃ„Ã´s Korean Cuisine & Sushi,4.9,41.9438963,-87.6454327,restaurant
MingHin Cuisine,4.4,41.8532774,-87.6348425,restaurant
Chicago Chop House,4.5,41.8933355,-87.6303907,restaurant
Chicago Q,4.4,41.903608,-87.6304012,restaurant
Usmania Chinese Restaurant,3.6,41.997587,-87.6870677,restaurant
Herb,4.5,41.9807359,-87.6603652,restaurant
EL ideas,4.8,41.86289,-87.6868569,restaurant
Himalayan Restaurant,4.1,41.8741177,-87.6262902,restaurant
Lure Fishbar - Chicago,4.2,41.8930882,-87.6258365,restaurant
Mi Tocaya Antojerâˆšâ‰ a,4.6,41.9288865,-87.6976843,restaurant
Cozy Noodles n' Rice,4.6,41.945275,-87.654432,restaurant
Blowfish Sushi & Ramen,4.7,41.9835265,-87.6591487,restaurant
Doc B's Restaurant (Gold Coast),4.5,41.9001175,-87.6249128,restaurant
Sushi Mura,4.5,41.9484917,-87.6638861,restaurant
"Joe's Seafood, Prime Steak & Stone Crab",4.7,41.8919614,-87.6256389,restaurant
South Branch Tavern & Grille (The Loop - Chicago),4.4,41.8804843,-87.6377693,restaurant
Barcocina Lakeview,4.0,41.934704,-87.6535878,restaurant
Red Pig Asian Kitchen,4.4,41.9358353,-87.6443938,restaurant
Ever Restaurant,4.8,41.8869314,-87.6604084,restaurant
MK NOODLE PHO,4.8,41.9427285,-87.6705439,restaurant
Lee's Garden Chinese Restaurant,4.2,41.9100985,-87.7326363,restaurant
Volare Ristorante Italiano,4.6,41.8915361,-87.6225667,restaurant
Diva Thai & Sushi Bar,4.0,41.9467119,-87.649719,restaurant
Tank Noodle,4.3,41.973113,-87.65949,restaurant
Young's Chinese Restaurant,4.6,41.953879,-87.6686892,restaurant
The Purple Pig Restaurant,4.6,41.890739,-87.6245691,restaurant
Fin Sushi Bar,4.5,41.9653221,-87.6726747,restaurant
2 Asian Brothers,4.3,41.9759714,-87.7096859,restaurant
My Place South Loop Restaurant/Bar,4.2,41.8654422,-87.6255367,restaurant
Chicago China Doll,3.3,41.9052325,-87.6348122,restaurant
NoodleBird,4.6,41.9319516,-87.7023611,restaurant
BITES Asian Kitchen + Bar,4.5,41.9422519,-87.6522487,restaurant
Hai Yen Restaurant,4.4,41.9731741,-87.657106,restaurant
The Florentine,4.3,41.8792887,-87.6330096,restaurant
Sofi Restaurant,4.4,41.873798,-87.6294546,restaurant
Farmer's Fridge,3.0,42.3053746,-87.8594373,restaurant
Bluebird,4.4,41.9344452,-87.6459697,restaurant
Tango Sur,4.5,41.950742,-87.663864,restaurant
Mott St,4.5,41.9071223,-87.6672277,restaurant
Nha Trang Restaurant,4.4,41.9734912,-87.6581159,restaurant
Serai,4.3,41.9206769,-87.6934715,restaurant
Provare Chicago,4.7,41.8959645,-87.6632941,restaurant
Momo Factory,4.7,41.9402296,-87.6446089,restaurant
Irazu Costa Rican Restaurant & Catering,4.6,41.9154968,-87.6850715,restaurant
El Mariachi Restaurant,4.5,41.9438354,-87.6454144,restaurant
Hong Huah,4.4,41.924132,-87.774314,restaurant
See Thru Chinese Kitchen,3.6,41.8663435,-87.7658492,restaurant
Shanghai Terrace,4.5,41.8960222,-87.6250083,restaurant
Hunan Sixth Happiness,4.3,42.3191601,-87.8650342,restaurant
Ann Sather Restaurant,4.6,41.9397676,-87.6520178,restaurant
Golden Bull Restaurant,4.7,41.853043,-87.633484,restaurant
Chalet,4.4,41.8967165,-87.6353879,restaurant
Simply Thalia,3.7,41.883507,-87.62825,restaurant
Kim Long Chinese Restaurant,4.1,41.9243681,-87.7544404,restaurant
Selva,4.4,41.8874728,-87.6518921,restaurant
Ranalli's West Loop,4.4,41.8817535,-87.6607932,restaurant
Dib Sushi Bar and Thai Cuisine,4.5,41.9688148,-87.6559892,restaurant
Yummy Yummy Asian Cuisine,4.3,41.935014,-87.6440314,restaurant
May Flower Chinese Restaurant,3.3,41.8521575,-87.6318511,restaurant
Panda Express,3.2,41.9239934,-87.786962,restaurant
Thai Spoon and Sushi,4.1,41.874282,-87.625755,restaurant
Tony's Chinese & American Restaurant,4.3,41.922204,-87.7847301,restaurant
Carlucci Restaurant Chicago,4.2,41.8846725,-87.6170409,restaurant
Giordano's,4.4,41.9400931,-87.6557614,restaurant
5411 Empanadas,4.5,41.9340822,-87.6463003,restaurant
Joy Yee,4.1,41.8643741,-87.6465949,restaurant
Lula Cafe,4.7,41.9276583,-87.7067917,restaurant
LâˆšÃ¹RA,4.1,41.8866331,-87.6500352,restaurant
Chi Cafe,4.3,41.8534879,-87.6345473,restaurant
Bistronomic,4.5,41.8978111,-87.6271583,restaurant
River Roast,4.4,41.8879482,-87.6322746,restaurant
The Loyalist,4.5,41.8851063,-87.6606021,restaurant
Le Colonial Chicago,4.5,41.9005227,-87.6260999,restaurant
Dear Margaret,4.7,41.9358605,-87.6629129,restaurant
Tom Lee's Chop Suey,4.8,41.9665614,-87.689096,restaurant
JIAO by Qing Xiang Yuan Dumplings,4.2,41.8814662,-87.6264324,restaurant
China Kitchen,4.1,42.3198264,-87.8656701,restaurant
Yes Thai,4.5,41.9764075,-87.6792239,restaurant
Redhot Ranch,4.5,41.9377335,-87.6683966,restaurant
Tavern on the Point,4.3,42.0031038,-87.8171771,restaurant
De Rice Asian Cuisine,3.9,41.8096925,-87.6030803,restaurant
La Fayette Chicago,4.3,41.9327017,-87.6434345,restaurant
Hello Thai,4.8,41.9980807,-87.6612433,restaurant
D Cuisine,4.5,41.9320836,-87.6443751,restaurant
Burrito House,4.4,41.9464444,-87.6732291,restaurant
Furama Restaurant,4.3,41.9724644,-87.6602301,restaurant
China Hut,4.1,41.9682687,-87.6870259,restaurant
Sun Wah BBQ,4.4,41.9739608,-87.6595962,restaurant
Rivers Restaurant,4.2,41.8812264,-87.6374843,restaurant
Tatas Tacos - Cantina Lakeview,4.4,41.9331007,-87.659729,restaurant
Swift & Sons Tavern & Oyster Bar - Wrigleyville,3.9,41.9473672,-87.656913,restaurant
CoCo Vietnamese Sandwiches & PhÂ·ÂªÃ¼,4.6,41.968731,-87.669982,restaurant
Sapori Trattoria,4.7,41.9316548,-87.6488609,restaurant
Tuco And Blondie,4.4,41.943315,-87.6640819,restaurant
bopNgrill,4.6,41.9397914,-87.6523878,restaurant
mfk. Restaurant,4.7,41.9329879,-87.6406981,restaurant
Eddie V's Prime Seafood,4.6,41.8915931,-87.6252427,restaurant
Aroy Thai Chicago,4.5,41.9667121,-87.6793152,restaurant
Poke PokâˆšÂ©,4.7,41.9400865,-87.6495356,restaurant
Polygon Cafe,4.3,41.9764614,-87.6686561,restaurant
Goosefoot,4.8,41.9686546,-87.6959075,restaurant
Si-Pie Pizzeria - Lake View East,4.0,41.9453481,-87.6459237,restaurant
Siam Noodle & Rice Restaurant,4.7,41.9579678,-87.6530027,restaurant
Shang Noodle & Asian Small Plates,4.4,41.869087,-87.625645,restaurant
Take a Bao Eats,4.9,41.9455448,-87.7095432,restaurant
Luella's Southern Kitchen,4.4,41.9652011,-87.6861345,restaurant
Zam-Zam Middle Eastern Grill,4.0,41.9451696,-87.6546542,restaurant
Chop Suey Kitchen,4.2,41.8801286,-87.7596856,restaurant
Gioia Chicago,4.4,41.8839865,-87.655838,restaurant
Thee Asian Restaurant,3.8,41.9102269,-87.6733248,restaurant
5 Points Restaurant,4.5,42.313815,-87.8637596,restaurant
Ken Kee Restaurant Hong Kong,4.2,41.8543969,-87.6332725,restaurant
CafâˆšÂ© TouchâˆšÂ©,4.5,42.003559,-87.816943,restaurant
En Lai Asian Grill,5.0,41.9922218,-87.6606497,restaurant
Little Madrid Tapas-CafâˆšÂ©,4.6,41.985099,-87.6689331,restaurant
Boston Market,3.9,41.9367354,-87.6688861,restaurant
Moe's Cantina - Wrigleyville,3.5,41.9460969,-87.6559027,restaurant
Monteverde Restaurant & Pastificio,4.7,41.8818361,-87.6529694,restaurant
m.henry,4.6,41.9856429,-87.6690756,restaurant
Flanagan's Bar,3.7,42.3082619,-87.878527,restaurant
Shanghai Inn Restaurant,4.6,41.9676602,-87.6789578,restaurant
Reza's Restaurant,4.1,41.977847,-87.668018,restaurant
Subway,3.3,42.3118235,-87.8649687,restaurant
Ina Mae,4.2,41.907664,-87.6721947,restaurant
Triple Crown Restaurant,4.3,41.852452,-87.631856,restaurant
Speedy Taco (We Deliver),4.1,42.319857,-87.865715,restaurant
Iya's Lunch Box,,42.3322302,-87.8488355,restaurant
Shang Noodle Chicago Streeterville,4.4,41.8916306,-87.6220551,restaurant
Eng's Asian Cuisine,4.1,42.014448,-87.690794,restaurant
DMK Burger Bar,4.4,41.9360335,-87.6541135,restaurant
Emperor's Choice,4.4,41.8517377,-87.632235,restaurant
In-On Thai,4.6,41.9665147,-87.6579509,restaurant
4 Hermanos Mexican Grill,4.1,42.0117448,-87.7810795,restaurant
Andy's Thai Kitchen,4.4,41.932783,-87.6534256,restaurant
Dai Yee's Asian Kitchen,4.5,41.9567927,-87.6929956,restaurant
Toby's Tavern,4.4,42.3239,-87.8682626,restaurant
La Crâˆšâ„¢perie Chicago Restaurant,4.6,41.9340989,-87.6455685,restaurant
Original Triple Crown Restaurant,3.9,41.852055,-87.6325827,restaurant
Moretti's Ristorante & Pizzeria,4.3,42.0028269,-87.8175636,restaurant
Taco Bell,3.9,42.3187379,-87.866584,restaurant
Wabi Sabi Rotary,4.3,41.964337,-87.6543,restaurant
New Chinatown Restaurant,4.0,41.8526575,-87.6323585,restaurant
Crispy Chicks,4.2,41.9449778,-87.6491355,restaurant
Amarit Thai and sushi (CHICAGO Location),4.1,41.8742497,-87.6294088,restaurant
ML Kitchen,4.2,41.8695589,-87.6557882,restaurant
Acanto,4.5,41.8814741,-87.6246755,restaurant
"The Chicago Diner, Logan Square",4.7,41.9236988,-87.6984635,restaurant
Wendy's,3.9,42.3167941,-87.8654739,restaurant
Joy's Noodles & Rice,4.2,41.9417746,-87.6442449,restaurant
Spoon Thai,4.3,41.9651936,-87.6891599,restaurant
Eggy's Diner Chicago,4.4,41.8853303,-87.618823,restaurant
The Gage,4.5,41.8813268,-87.6246925,restaurant
Wow Bao - Water Tower Place,3.9,41.8979674,-87.6237208,restaurant
Los Altos Mexican Restaurant,4.7,42.3196792,-87.8625405,restaurant
Agami,4.5,41.9675067,-87.6591834,restaurant
Pho's Spicier Thai Cuisine,4.1,41.9659609,-87.6891601,restaurant
Alinea,4.6,41.913435,-87.6480552,restaurant
Gyu-Kaku Japanese BBQ,4.5,41.9333063,-87.6444001,restaurant
McDonald's,3.7,42.3190481,-87.8654739,restaurant
Kimberli Sushi and Thai Cuisine,3.5,41.9681962,-87.6933586,restaurant
Domino's Pizza,4.1,42.3197274,-87.8637761,restaurant
Smoke Daddy BBQ - Wrigleyville,4.2,41.9480528,-87.6574583,restaurant
Noodle Zone & Sushi Bar,4.3,41.9805944,-87.6680806,restaurant
The Wing District,4.8,42.328032,-87.8398432,restaurant
Chicago Diplomat Cafe,4.5,41.9385017,-87.6675365,restaurant
Star of Siam,4.1,41.8906434,-87.6274651,restaurant
avec Restaurant,4.6,41.8842861,-87.643401,restaurant
Rice Thai Cafe,4.4,42.0047931,-87.6612036,restaurant
See Thru Chinese Kitchen,3.8,41.8800991,-87.7569343,restaurant
Oiistar,4.7,41.9070765,-87.6721011,restaurant
Jerk N' More Too,4.6,42.318242,-87.8663588,restaurant
The Berghoff Restaurant,4.4,41.879252,-87.628406,restaurant
Pizzeria Serio,4.6,41.9398893,-87.6715427,restaurant
Peking Mandarin Restaurant ÃÃ¯Ã‘ÃÃ‘ÃºÃÃµÃª,4.5,41.968219,-87.7156819,restaurant
Friendship Chinese,4.4,41.9325159,-87.713532,restaurant
Minghin Cuisine,4.4,41.8923683,-87.621188,restaurant
Siam Country,4.6,41.9662255,-87.6789437,restaurant
Happy Camper Pizza - Wrigleyville,4.5,41.9449962,-87.6548884,restaurant
Old Crow Smokehouse - Wrigleyville,4.1,41.945776,-87.655655,restaurant
Cocina Tradicional Estilo Guerrero,5.0,42.3197086,-87.860079,restaurant
Papacito's Mexican Grille,4.4,41.935495,-87.663197,restaurant
The Polo Inn,4.7,41.8336269,-87.6512511,restaurant
Boom Fried Rice,4.3,41.8754266,-87.7256249,restaurant
Talay Chicago,4.5,41.881797,-87.65778,restaurant
Tuscany on Taylor,4.6,41.8695947,-87.6518788,restaurant
Slurp Slurp Noodles,4.3,41.85157,-87.6317446,restaurant
Sepia,4.6,41.8839596,-87.6425789,restaurant
BIG & little's Restaurant,4.4,41.9400088,-87.6554421,restaurant
Pockets Restaurant,4.6,41.9364416,-87.6639502,restaurant
Topolobampo,4.6,41.8906182,-87.6309329,restaurant
